"construction_era","zoning_land_use_regulation","property_age","has_basement","neighborhood_quality","exterior_condition","central_air","basement_finish_type","lot_size","num_floors","square_feet","bedrooms","bathrooms","total_rooms","garage_capacity","has_fireplace","sale_price"
"1950-1979","Very_Restrictive",95.8336655429874,"Yes","Low","Good","Yes","None",4841.9816457371,1,2005.22708358088,3,7.05294713050886,7,"Single","Yes",356120.887387505
"1920-1949","Moderate",103.893580237362,"Yes","Medium","Average","Yes","Partial",13783.5544294559,1,2306.76576293857,1,7.7582357321846,3,"Single","No",257648.9261264
"2000_Present","Restrictive",108.276901630187,"No","Medium","Average","No","Partial",4387.6145166823,1,1683.26937828026,1,7.48446627636565,4,"Double","Yes",418626.552204926
"2000_Present","Moderate",107.208380547486,"Yes","Medium","Excellent","Yes","None",13817.5297849697,1,3381.76823089861,4,7.88449495854278,7,"None","Yes",424510.275452142
"1980-1999","Very_Restrictive",98.4046370177139,"Yes","High","Average","Yes","Partial",30122.5470554615,1,3398.86317570317,6,7.82098354055831,4,"Double","Yes",867715.19372353
"2000_Present","Moderate",96.4098542277693,"No","High","Good","Yes","None",9499.18405456257,3,2511.26354432532,1,7.51853156810221,5,"Double","No",826576.109815393
"2000_Present","Moderate",102.677858550981,"Yes","Low","Good","Yes","Partial",7287.97318922517,2,1954.04469212387,6,6.22291872540736,3,"Double","Yes",413295.552916704
"2000_Present","Very_Permissive",94.4468411290776,"No","Very_High","Good","Yes","None",55038.363396647,1,6747.0823572327,7,7.46644492653437,12,"None","Yes",1661473.43144361
"2000_Present","Permissive",103.664546352125,"No","Medium","Fair","No","Partial",8051.84673839232,2,1963.37545896598,3,7.12197938764965,4,"Quad","Yes",546753.288685619
"2000_Present","Restrictive",108.188617570813,"Yes","Very_Low","Average","Yes","Full",8778.54939278002,1,1770.60746537174,4,7.95797930343844,4,"None","Yes",202820.421029808
"1950-1979","Very_Permissive",95.6206916976721,"Yes","High","Fair","Yes","None",5598.84582435393,4,2554.19896283335,3,6.66941390198353,5,"Double","Yes",445532.555134613
"2000_Present","Restrictive",104.161965463564,"Yes","Medium","Good","Yes","Partial",3118.19215345799,2,1909.20442608599,2,6.11820677770355,2,"Single","No",336688.187441316
"2000_Present","Restrictive",74.8339433861262,"No","Low","Good","Yes","None",4298.80630352656,1,1679.92292377898,0,7.86243371899464,2,"None","No",334239.127449569
"1950-1979","Very_Restrictive",106.10809481964,"No","Low","Good","No","None",3637.82726996576,1,1457.37123337688,3,7.20609508046585,5,"Single","Yes",223525.731838992
"1950-1979","Restrictive",103.000042607382,"No","Very_Low","Average","Yes","None",6364.62501744909,2,2040.18006712435,4,6.76965220156721,3,"Quad","Yes",193166.219923608
"1980-1999","Moderate",100.756532799964,"Yes","Medium","Good","Yes","Partial",9618.11791606641,1,2216.85403646207,1,7.97077497753955,2,"Double","Yes",543482.090793873
"1950-1979","Restrictive",106.416783780884,"Yes","Medium","Good","Yes","Partial",9488.60106483175,3,1967.69721267105,1,7.71203667481569,4,"Double","No",486355.415949217
"1920-1949","Moderate",105.239795326365,"No","Medium","Average","Yes","None",5133.72140509498,3,2336.5441299567,0,7.7005870868139,4,"Triple","Yes",388517.814919367
"1980-1999","Very_Permissive",101.876109232953,"Yes","High","Good","Yes","None",7454.90301681515,1,1578.93344825158,3,7.01188593912385,2,"None","Yes",444135.292503431
"Pre-1920","Very_Permissive",93.1503586159868,"Yes","High","Average","Yes","Partial",7899.73424375979,1,1658.0736017447,4,7.75934739524641,8,"Double","Yes",204222.275242562
"2000_Present","Very_Restrictive",106.736187309344,"Yes","Low","Poor","No","Full",6209.90221766942,4,1950.47168225278,0,7.92586813825791,3,"Single","Yes",227821.20922586
"1980-1999","Restrictive",92.747614463111,"Yes","Medium","Fair","Yes","Partial",3888.25223094794,1,1417.03515566577,0,7.07731993672916,5,"None","No",293706.967585106
"1950-1979","Moderate",105.415575703504,"No","High","Good","Yes","Full",8725.62799702215,1,1239.10639745507,1,7.31200421428192,2,"Triple","No",292981.668218781
"1980-1999","Moderate",104.217660389883,"Yes","High","Fair","No","Partial",9947.56919504242,1,1374.06610016551,0,7.0239091013213,2,"Triple","Yes",351346.235201089
"1980-1999","Permissive",107.319326775032,"No","Medium","Good","Yes","None",15823.075628176,2,3285.4769918194,7,7.53762391838175,2,"Double","Yes",1076930.91721945
"1980-1999","Permissive",95.2409622896161,"Yes","High","Good","Yes","Full",13942.6209858419,1,3969.94358868949,4,7.96885829116302,5,"Double","No",1242443.53606036
"Pre-1920","Very_Restrictive",92.4412091911434,"No","Medium","Average","Yes","Partial",21503.7554058458,2,3748.31509889689,5,5.88410887900053,10,"Double","No",685019.60336229
"1920-1949","Permissive",109.200780679215,"No","Very_High","Average","Yes","Partial",5782.67473215201,1,1367.00895138487,4,7.28711900920924,3,"Quad","Yes",412718.705098852
"1950-1979","Moderate",103.731833765544,"Yes","High","Fair","Yes","Full",36473.6246251517,1,3636.86041390581,3,6.65452346213575,5,"None","Yes",565399.174535058
"1980-1999","Very_Restrictive",104.180113178191,"Yes","Medium","Average","Yes","None",2725.53622431659,1,2119.68864888032,2,7.92232225224958,3,"Double","Yes",496720.833124277
"Pre-1920","Permissive",107.456453845344,"No","Very_High","Excellent","Yes","None",17793.7801873553,2,2119.83613301365,1,7.82332677520155,6,"Double","Yes",585447.114291268
"2000_Present","Moderate",106.085261882855,"Yes","High","Good","Yes","Full",13484.9180921667,1,1860.55197898121,0,7.03808883961578,3,"Single","Yes",416279.652006888
"2000_Present","Permissive",105.597875224112,"Yes","High","Average","Yes","Partial",6189.13908777896,2,2187.40515493484,0,7.99724002385047,3,"None","Yes",488656.712352267
"1980-1999","Permissive",96.5676160130362,"Yes","High","Poor","Yes","Partial",21334.9628944868,2,2638.00097652394,3,7.58212156200019,6,"None","Yes",440420.490735613
"1920-1949","Very_Permissive",109.317070908725,"Yes","Very_High","Good","Yes","Full",20764.1405445302,1,1843.82019583819,2,6.76855644685214,3,"Single","Yes",654196.177094941
"1950-1979","Restrictive",91.7960176198046,"Yes","Low","Average","Yes","Full",3487.16638047113,1,2033.85742019254,1,7.70597496482631,2,"Double","Yes",365715.411469893
"1950-1979","Moderate",107.989720005788,"No","Medium","Average","Yes","Partial",45169.6008317543,1,4572.38821686054,10,7.88042140536837,4,"Single","Yes",1014974.39828471
"2000_Present","Moderate",108.386394718375,"Yes","High","Good","Yes","Full",14511.6422586726,2,4030.86075608759,6,6.58780249701722,9,"Single","Yes",1002033.52798018
"1950-1979","Permissive",107.842282997624,"No","Very_High","Fair","Yes","Partial",54700.2276805356,3,6186.29712252776,10,7.53152445680931,10,"Triple","Yes",1996249.40068666
"1950-1979","Restrictive",97.4898294964753,"No","Low","Good","Yes","Partial",5249.61977171736,1,1787.5158885325,3,7.98612772567949,10,"Double","No",295453.584750359
"Pre-1920","Moderate",108.376969765027,"No","Medium","Poor","Yes","Full",4223.70082309592,1,1605.66152292209,1,5.94841585417664,7,"Single","Yes",244553.826433556
"1950-1979","Very_Permissive",107.716449380944,"No","High","Good","Yes","Full",29788.117835962,1,3157.44291589342,8,7.23035097653297,2,"Double","No",974697.790748962
"1920-1949","Moderate",106.264219223,"No","Medium","Average","Yes","None",5795.70901217039,1,3502.8330019401,2,7.11202317480627,6,"Quad","Yes",500239.435167093
"1980-1999","Moderate",106.974487683195,"Yes","Very_Low","Poor","Yes","Partial",5024.82667955981,1,1500.21901380573,2,7.4625274408507,6,"None","Yes",228205.213464742
"1920-1949","Restrictive",102.14794218579,"Yes","Medium","Good","Yes","None",3283.74606670192,3,2284.29200525623,3,7.4904898376572,2,"Triple","No",445619.756406485
"1980-1999","Moderate",102.448626834208,"Yes","Medium","Average","Yes","None",3699.83406077564,3,2927.45223275163,5,7.51528679890898,13,"Double","Yes",409813.950978783
"1920-1949","Moderate",108.627519846944,"No","Low","Fair","No","Partial",10710.9367217072,2,2935.56459337484,4,7.86342437606199,2,"Triple","Yes",440167.397928202
"2000_Present","Moderate",108.138403031608,"Yes","High","Average","Yes","Full",9682.80415073349,2,2020.8894014264,4,7.95998995074172,3,"Double","Yes",564140.839674877
"2000_Present","Very_Restrictive",106.230059946946,"No","Very_Low","Good","No","Partial",2919.35082919893,1,1880.43788259667,3,6.21269482595956,3,"Single","Yes",300572.820138732
"2000_Present","Very_Restrictive",106.509291285846,"Yes","High","Fair","Yes","Partial",14617.9425359981,3,2568.39526107516,5,7.57168872891529,9,"Single","No",703885.459141214
"1950-1979","Restrictive",109.690996550719,"Yes","Medium","Fair","Yes","Partial",7873.1011503753,1,1591.63181783131,3,7.82088177961218,9,"Double","Yes",449478.205453671
"1920-1949","Permissive",109.915576691436,"Yes","High","Average","Yes","Full",8287.42381616379,2,2865.59232222334,2,7.50419630128563,6,"Double","No",636345.187600695
"1920-1949","Restrictive",106.700677376767,"No","High","Good","Yes","Partial",14677.2484436115,2,3030.2686539104,4,7.77827529131505,2,"Triple","No",834600.673116028
"1980-1999","Restrictive",104.384565336779,"Yes","Medium","Good","Yes","Partial",11626.2490622739,1,3351.23307836778,4,7.08949477129377,6,"None","Yes",470843.175758428
"2000_Present","Moderate",94.8007963049594,"Yes","Low","Good","Yes","Partial",2106.65201699448,3,2095.68377465694,0,7.49953960947125,3,"Double","Yes",380642.960185099
"1980-1999","Very_Permissive",106.051409965358,"Yes","High","Good","Yes","None",14724.2782283169,1,1755.85875527003,3,6.54652107118437,3,"Triple","No",449584.769910647
"1920-1949","Restrictive",107.774657952799,"Yes","Low","Average","Yes","Partial",2985.19994350983,2,2491.12136036062,5,7.89674288962572,5,"None","Yes",476229.109040314
"2000_Present","Moderate",101.972534950105,"Yes","High","Good","No","None",12586.6962121664,1,2244.82320836276,2,6.496242507725,5,"Double","Yes",446504.513560553
"2000_Present","Restrictive",82.6656678764926,"Yes","Low","Excellent","No","Full",3134.96175611067,2,2111.91263357908,6,7.88223547697951,7,"Double","Yes",268176.325145922
"1950-1979","Moderate",95.6132421702202,"No","Medium","Average","Yes","Partial",12209.7494626944,3,2499.64968531035,2,7.99788775150834,3,"Triple","No",496351.575963553
"2000_Present","Moderate",100.785253473731,"Yes","Medium","Fair","Yes","Full",15932.4557604279,2,3288.25479581471,7,7.00189172433544,3,"Double","Yes",627883.457259208
"1980-1999","Permissive",106.10919377228,"Yes","Medium","Poor","Yes","None",5266.96189241502,4,4911.19851919527,9,7.82214597006666,13,"Single","Yes",606719.766119032
"1980-1999","Moderate",107.331994145887,"Yes","High","Good","Yes","Partial",36562.1386658427,3,4717.02181507018,1,7.69947109139686,3,"Single","Yes",740994.661692912
"1980-1999","Permissive",93.3487800377132,"Yes","High","Good","Yes","None",7987.89312312804,3,2111.18192734291,2,7.89429000605177,4,"Single","Yes",351595.993918397
"2000_Present","Permissive",104.146308353291,"Yes","High","Excellent","Yes","None",5208.63426376231,1,1700.7313421696,0,7.35993708633091,7,"Single","Yes",254767.89509788
"2000_Present","Very_Permissive",105.736328048834,"Yes","High","Good","No","Full",9402.95019899141,1,2395.80773110692,2,7.95094976013562,5,"Single","Yes",855108.855227859
"2000_Present","Very_Permissive",109.891895417399,"Yes","Very_High","Good","Yes","Partial",13662.4276382589,1,1960.46551616663,1,6.91047481085758,4,"Single","Yes",519653.645584478
"2000_Present","Restrictive",106.870992467611,"Yes","Medium","Average","Yes","Full",3722.81477416294,1,2785.82511221638,1,7.87301341077892,4,"Quad","No",382924.331320763
"1950-1979","Permissive",105.953031061209,"Yes","Very_High","Average","Yes","Full",40385.1008038069,1,3804.8555671643,6,6.50342713148732,4,"Single","Yes",1051049.29746131
"2000_Present","Moderate",98.9847360661546,"Yes","High","Good","Yes","Full",8119.62114990344,1,2002.20980481136,2,7.22238202937635,4,"Single","Yes",630552.589075469
"1980-1999","Very_Permissive",106.92092059225,"No","High","Average","Yes","None",22620.3205188034,1,2371.9560333292,5,7.460543028033,6,"Single","Yes",458548.937954049
"1980-1999","Restrictive",98.5852117214122,"Yes","Medium","Good","Yes","None",7344.74994499702,1,4132.53970054907,1,7.98859586789666,3,"Triple","Yes",792840.810385869
"1920-1949","Moderate",102.51073194288,"Yes","Medium","Average","Yes","Full",13146.6610180263,1,2078.37808730577,0,7.88585903588881,2,"None","Yes",405762.340490361
"2000_Present","Moderate",109.942530602677,"No","Low","Good","Yes","None",10249.3473503558,2,1920.02856989419,6,7.76991516227749,7,"Single","Yes",303298.392945189
"1950-1979","Moderate",99.7024819095036,"Yes","High","Excellent","Yes","None",2981.7259624181,1,1896.71559197396,1,7.60166600997557,5,"Single","Yes",495434.727681353
"1980-1999","Permissive",105.261763885541,"No","Medium","Average","Yes","None",6626.22978731744,1,1904.37857086347,4,7.91065011021266,4,"Double","No",343332.274883757
"2000_Present","Restrictive",108.239769473191,"Yes","Very_High","Excellent","Yes","Full",18584.4652012338,1,2596.26291465805,3,7.63963520178627,5,"Double","No",450084.602304749
"1980-1999","Moderate",109.190779881952,"Yes","Very_Low","Good","Yes","Full",10196.0152074778,1,1533.33377906498,1,7.30470614910818,3,"Single","Yes",242491.388161332
"2000_Present","Moderate",106.916655790532,"Yes","Very_Low","Good","Yes","Partial",5191.18196719785,1,1626.49066048826,1,6.76340626683514,3,"Single","Yes",213787.286045802
"1950-1979","Moderate",102.426450862581,"No","High","Good","Yes","None",20766.6007300206,1,2163.33557935853,1,7.68806413638153,9,"Single","No",369280.937746158
"1980-1999","Moderate",105.39356526996,"Yes","Low","Average","Yes","None",5254.86922271437,1,1813.34809631293,1,7.650898854908,3,"Single","Yes",322087.637572267
"1980-1999","Moderate",109.78752238921,"Yes","High","Good","Yes","Full",21925.2314812987,1,2724.50269528482,1,6.96939712814706,5,"Double","No",463694.123518386
"1980-1999","Moderate",102.381345732785,"Yes","Very_High","Average","No","Full",9113.21590261511,1,1681.52376856656,3,7.87882645381152,2,"Single","Yes",738204.432469815
"1950-1979","Very_Restrictive",100.844379811531,"Yes","Very_Low","Good","Yes","Full",1710.81331500309,2,1716.85181809272,3,7.22701819444535,5,"Double","Yes",383930.550283516
"1950-1979","Restrictive",107.635393626454,"No","High","Excellent","Yes","None",6070.9205331279,1,2393.54677048627,2,7.43629387836941,3,"Single","No",689170.845799399
"2000_Present","Moderate",104.783065572901,"Yes","Medium","Excellent","Yes","Full",9350.12014109597,1,1739.6366555266,0,7.77374207522673,5,"Single","Yes",469333.226676857
"1980-1999","Restrictive",108.489422848407,"Yes","Medium","Average","No","Partial",15222.7417986818,1,2659.48382230303,0,7.02833639243184,2,"Double","Yes",542979.110734286
"1980-1999","Restrictive",102.247671053594,"Yes","Very_High","Excellent","Yes","None",7924.70344132235,1,2735.86616183533,3,7.32810145556673,6,"Double","Yes",645005.000602147
"2000_Present","Moderate",104.848324370403,"Yes","Medium","Good","Yes","None",4824.4775621003,2,1673.82346229718,1,7.36076802316687,2,"None","Yes",447979.170994394
"1950-1979","Moderate",103.107223558277,"Yes","High","Average","Yes","Partial",7744.8842736125,1,2031.78450271878,4,7.81019257395577,4,"Single","No",296494.206464255
"2000_Present","Permissive",104.305147228568,"No","Medium","Average","Yes","Partial",11369.3462960183,1,4653.50304860497,9,7.99244650677017,4,"None","Yes",692279.10341825
"1950-1979","Restrictive",100.14974632882,"Yes","Low","Good","Yes","Partial",15823.3854017253,3,2520.85301320099,2,7.78888439560175,4,"Single","Yes",413595.455092062
"1950-1979","Moderate",106.772409619961,"Yes","High","Poor","Yes","Partial",6304.12468015365,1,2384.1658044424,5,7.41021497428693,6,"Single","No",345315.993568969
"1980-1999","Moderate",104.26526927812,"Yes","High","Good","Yes","Partial",7957.37045083645,2,1642.37705187564,2,7.57506494135853,4,"Single","Yes",576562.209970622
"2000_Present","Very_Restrictive",103.193053746345,"Yes","Very_Low","Excellent","Yes","None",3585.40694788678,3,2978.51773237593,8,7.05562714887424,5,"Single","No",554838.647020221
"2000_Present","Restrictive",105.522867708184,"Yes","Low","Good","No","None",3241.06936101543,2,2042.152647173,0,7.81627974218129,11,"Double","Yes",493538.55720895
"2000_Present","Moderate",96.448332677037,"No","Medium","Good","No","None",5419.19141293064,1,2332.2063483796,2,6.19231420578526,7,"Triple","Yes",359327.075432434
"1980-1999","Moderate",97.6298398357576,"Yes","Low","Average","Yes","Partial",11124.3049610164,2,2108.57380032093,2,7.90458085753127,4,"Quad","Yes",331740.439900476
"1950-1979","Restrictive",109.278275377519,"Yes","Very_Low","Average","Yes","Full",6859.85790541636,3,2439.22191380614,2,7.18228500017885,7,"Single","No",313184.815150911
"2000_Present","Restrictive",100.945636774974,"Yes","Medium","Good","Yes","Full",13568.5760258632,3,3038.68573763497,5,7.41435732029209,4,"Double","Yes",685178.339677032
